toss,running_p_head
174900,0.697770
175000,0.697743
175100,0.697687
175200,0.697728
175300,0.697684
175400,0.697685
175500,0.697704
175600,0.697762
175700,0.697786
175800,0.697799
175900,0.697777
176000,0.697795
176100,0.697791
176200,0.697804
176300,0.697771
176400,0.697761
176500,0.697802
176600,0.697809
176700,0.697832
176800,0.697834
176900,0.697846
177000,0.697876
177100,0.697809
177200,0.697816
177300,0.697761
177400,0.697756
177500,0.697786
177600,0.697765
177700,0.697817
177800,0.697852
177900,0.697825
178000,0.697798
178100,0.697793
178200,0.697789
178300,0.697818
178400,0.697803
178500,0.697798
178600,0.697788
178700,0.697795
178800,0.697836
178900,0.697887
179000,0.697877
179100,0.697856
179200,0.697840
179300,0.697886
179400,0.697899
179500,0.697911
179600,0.697923
179700,0.697935
179800,0.697925
179900,0.697904
180000,0.697878
180100,0.697901
180200,0.697886
180300,0.697926
180400,0.697960
180500,0.697950
180600,0.697962
180700,0.697986
180800,0.697976
180900,0.697982
181000,0.698006
181100,0.698040
181200,0.698030
181300,0.698047
181400,0.698049
181500,0.698017
181600,0.698056
181700,0.698057
181800,0.698102
181900,0.698114
182000,0.698137
182100,0.698155
182200,0.698150
182300,0.698168
182400,0.698174
182500,0.698148
182600,0.698149
182700,0.698155
182800,0.698129
182900,0.698147
183000,0.698202
183100,0.698230
183200,0.698221
183300,0.698194
183400,0.698190
183500,0.698218
183600,0.698246
183700,0.698231
183800,0.698226
183900,0.698189
184000,0.698228
184100,0.698256
184200,0.698263
184300,0.698226
184400,0.698227
184500,0.698217
184600,0.698196
184700,0.698186
184800,0.698171
184900,0.698167
185000,0.698211
185100,0.698223
185200,0.698245
185300,0.698257
185400,0.698263
185500,0.698296
185600,0.698324
185700,0.698314
185800,0.698310
185900,0.698289
186000,0.698296
186100,0.698297
186200,0.698276
186300,0.698261
186400,0.698246
186500,0.698193
186600,0.698199
186700,0.698206
186800,0.698201
186900,0.698175
187000,0.698166
187100,0.698172
187200,0.698194
187300,0.698174
187400,0.698180
187500,0.698224
187600,0.698236
187700,0.698258
187800,0.698211
187900,0.698191
188000,0.698149
188100,0.698123
188200,0.698108
188300,0.698120
188400,0.698094
188500,0.698122
188600,0.698144
188700,0.698161
188800,0.698199
188900,0.698216
189000,0.698201
189100,0.698223
189200,0.698203
189300,0.698230
189400,0.698242
189500,0.698185
189600,0.698133
189700,0.698113
189800,0.698130
189900,0.698178
190000,0.698189
190100,0.698169
190200,0.698165
190300,0.698171
190400,0.698162
190500,0.698126
190600,0.698132
190700,0.698102
190800,0.698139
190900,0.698161
191000,0.698188
191100,0.698163
191200,0.698196
191300,0.698207
191400,0.698218
191500,0.698261
191600,0.698225
191700,0.698226
191800,0.698259
191900,0.698286
192000,0.698307
192100,0.698277
192200,0.698278
192300,0.698284
192400,0.698285
192500,0.698229
192600,0.698209
192700,0.698199
192800,0.698195
192900,0.698170
193000,0.698150
193100,0.698187
193200,0.698173
193300,0.698163
193400,0.698170
193500,0.698191
193600,0.698244
193700,0.698234
193800,0.698220
193900,0.698267
194000,0.698263
194100,0.698238
194200,0.698239
194300,0.698245
194400,0.698215
194500,0.698231
194600,0.698232
194700,0.698269
194800,0.698270
194900,0.698261
195000,0.698262
195100,0.698242
195200,0.698253
195300,0.698249
195400,0.698255
195500,0.698286
195600,0.698308
195700,0.698324
195800,0.698340
195900,0.698372
196000,0.698393
196100,0.698383
196200,0.698389
196300,0.698426
196400,0.698401
196500,0.698417
196600,0.698403
196700,0.698393
196800,0.698404
196900,0.698436
197000,0.698442
197100,0.698442
197200,0.698448
197300,0.698449
197400,0.698460
197500,0.698420
197600,0.698421
197700,0.698447
197800,0.698468
197900,0.698449
198000,0.698449
198100,0.698450
198200,0.698431
198300,0.698427
198400,0.698422
198500,0.698398
198600,0.698374
198700,0.698384
198800,0.698415
198900,0.698431
199000,0.698457
199100,0.698463
199200,0.698494
199300,0.698495
199400,0.698495
199500,0.698486
199600,0.698472
199700,0.698473
199800,0.698443
199900,0.698409
200000,0.698435
