toss,running_p_head
174900,0.498845
175000,0.498829
175100,0.498846
175200,0.498836
175300,0.498819
175400,0.498860
175500,0.498798
175600,0.498821
175700,0.498856
175800,0.498862
175900,0.498886
176000,0.498881
176100,0.498876
176200,0.498848
176300,0.498894
176400,0.498895
176500,0.498912
176600,0.498930
176700,0.498913
176800,0.498891
176900,0.498920
177000,0.498881
177100,0.498899
177200,0.498866
177300,0.498878
177400,0.498867
177500,0.498811
177600,0.498744
177700,0.498734
177800,0.498723
177900,0.498707
178000,0.498685
178100,0.498669
178200,0.498648
178300,0.498581
178400,0.498582
178500,0.498616
178600,0.498667
178700,0.498679
178800,0.498714
178900,0.498714
179000,0.498793
179100,0.498788
179200,0.498772
179300,0.498806
179400,0.498829
179500,0.498841
179600,0.498831
179700,0.498826
179800,0.498849
179900,0.498838
180000,0.498794
180100,0.498801
180200,0.498807
180300,0.498819
180400,0.498819
180500,0.498825
180600,0.498898
180700,0.498860
180800,0.498866
180900,0.498856
181000,0.498862
181100,0.498890
181200,0.498885
181300,0.498897
181400,0.498942
181500,0.498909
181600,0.498899
181700,0.498877
181800,0.498828
181900,0.498857
182000,0.498874
182100,0.498825
182200,0.498809
182300,0.498810
182400,0.498854
182500,0.498838
182600,0.498855
182700,0.498900
182800,0.498928
182900,0.498917
183000,0.498880
183100,0.498897
183200,0.498941
183300,0.498974
183400,0.498975
183500,0.499030
183600,0.499031
183700,0.498987
183800,0.498972
183900,0.498956
184000,0.498984
184100,0.499028
184200,0.498996
184300,0.499007
184400,0.498986
184500,0.498986
184600,0.499041
184700,0.499042
184800,0.499042
184900,0.499059
185000,0.499027
185100,0.499033
185200,0.499001
185300,0.499007
185400,0.498986
185500,0.498949
185600,0.498955
185700,0.498966
185800,0.498972
185900,0.498935
186000,0.498978
186100,0.498947
186200,0.498899
186300,0.498910
186400,0.498948
186500,0.498933
186600,0.498939
186700,0.498950
186800,0.498924
186900,0.498898
187000,0.498914
187100,0.498910
187200,0.498921
187300,0.498922
187400,0.498933
187500,0.498917
187600,0.498897
187700,0.498897
187800,0.498887
187900,0.498893
188000,0.498862
188100,0.498846
188200,0.498831
188300,0.498821
188400,0.498827
188500,0.498833
188600,0.498849
188700,0.498813
188800,0.498803
188900,0.498830
189000,0.498820
189100,0.498858
189200,0.498864
189300,0.498864
189400,0.498833
189500,0.498865
189600,0.498892
189700,0.498909
189800,0.498936
189900,0.498884
190000,0.498868
190100,0.498832
190200,0.498785
190300,0.498781
190400,0.498797
190500,0.498777
190600,0.498751
190700,0.498768
190800,0.498779
190900,0.498753
191000,0.498712
191100,0.498681
191200,0.498661
191300,0.498662
191400,0.498626
191500,0.498621
191600,0.498633
191700,0.498592
191800,0.498587
191900,0.498577
192000,0.498583
192100,0.498621
192200,0.498590
192300,0.498591
192400,0.498602
192500,0.498592
192600,0.498640
192700,0.498677
192800,0.498719
192900,0.498735
193000,0.498699
193100,0.498685
193200,0.498722
193300,0.498727
193400,0.498707
193500,0.498713
193600,0.498719
193700,0.498715
193800,0.498695
193900,0.498700
194000,0.498696
194100,0.498671
194200,0.498671
194300,0.498657
194400,0.498673
194500,0.498643
194600,0.498628
194700,0.498634
194800,0.498691
194900,0.498671
195000,0.498626
195100,0.498560
195200,0.498571
195300,0.498530
195400,0.498506
195500,0.498501
195600,0.498522
195700,0.498528
195800,0.498514
195900,0.498525
196000,0.498531
196100,0.498542
196200,0.498542
196300,0.498538
196400,0.498559
196500,0.498550
196600,0.498530
196700,0.498521
196800,0.498537
196900,0.498512
197000,0.498487
197100,0.498519
197200,0.498529
197300,0.498535
197400,0.498571
197500,0.498567
197600,0.498548
197700,0.498569
197800,0.498620
197900,0.498605
198000,0.498621
198100,0.498592
198200,0.498597
198300,0.498623
198400,0.498639
198500,0.498635
198600,0.498646
198700,0.498676
198800,0.498647
198900,0.498592
199000,0.498603
199100,0.498604
199200,0.498609
199300,0.498635
199400,0.498656
199500,0.498632
199600,0.498617
199700,0.498603
199800,0.498589
199900,0.498554
200000,0.498545
